User ID;Product ID;Product Name;Brand;Category;Price;Rating/5;Color;Size
52;101;Jeans;Zara;Women's Fashion;95;1,5017;Green;XL
71;102;Sweater;Gucci;Kids' Fashion;19;4,2118;Red;S
57;103;Jeans;Zara;Women's Fashion;84;3,6491;White;XL
64;104;Jeans;H&M;Men's Fashion;24;4,7372;White;M
35;105;Jeans;Zara;Women's Fashion;52;1,7509;Yellow;L
63;106;Jeans;H&M;Kids' Fashion;21;2,7262;Red;L
19;107;Sweater;Zara;Men's Fashion;23;3,3213;Red;L
80;108;Sweater;Gucci;Men's Fashion;13;4,278;Green;L
77;109;Jeans;Nike;Kids' Fashion;73;2,7276;Black;XL
22;110;Sweater;Gucci;Women's Fashion;33;4,665;Blue;XL
99;111;Shoes;Zara;Women's Fashion;55;2,3936;Green;M
92;112;Jeans;Adidas;Men's Fashion;15;2,4462;White;S
97;113;T-shirt;Zara;Men's Fashion;60;1,1884;White;L
48;114;Shoes;H&M;Men's Fashion;37;1,4571;Red;M
37;115;Dress;Adidas;Kids' Fashion;64;2,8878;Blue;L
77;116;Shoes;Adidas;Women's Fashion;60;3,1148;Green;M
52;117;Dress;Zara;Kids' Fashion;75;3,9921;White;M
63;118;Dress;Adidas;Men's Fashion;71;3,5173;Yellow;S
10;119;Jeans;Nike;Men's Fashion;73;2,6579;Yellow;S
77;120;T-shirt;H&M;Men's Fashion;12;2,5073;Green;M
95;121;T-shirt;Gucci;Men's Fashion;96;1,6339;Red;M
90;122;Sweater;H&M;Women's Fashion;36;4,4251;Blue;XL
80;123;Sweater;Nike;Women's Fashion;65;2,6473;Yellow;L
65;124;Sweater;H&M;Men's Fashion;62;1,0908;Black;L
56;125;Sweater;H&M;Kids' Fashion;56;4,1393;Green;L
65;126;T-shirt;Nike;Kids' Fashion;55;4,8517;Green;M
7;127;Shoes;Zara;Women's Fashion;47;4,8674;Yellow;M
100;128;T-shirt;H&M;Women's Fashion;61;2,3104;Green;M
70;129;T-shirt;Zara;Women's Fashion;85;2,1043;Yellow;M
40;130;Shoes;Nike;Women's Fashion;81;1,0219;Green;M
70;131;T-shirt;H&M;Men's Fashion;50;3,3774;Blue;M
100;132;Sweater;Adidas;Women's Fashion;10;2,9977;White;M
29;133;Shoes;H&M;Kids' Fashion;28;1,6645;Blue;XL
23;134;Sweater;Zara;Women's Fashion;60;3,6336;Yellow;S
94;135;Dress;Adidas;Kids' Fashion;14;3,6547;Blue;L
34;136;Shoes;Zara;Men's Fashion;45;1,0176;Blue;XL
44;137;Dress;Gucci;Kids' Fashion;90;3,3205;Green;S
16;138;Dress;H&M;Women's Fashion;23;1,8115;Yellow;S
73;139;Sweater;Gucci;Women's Fashion;45;3,54;Blue;XL
54;140;Shoes;Zara;Kids' Fashion;40;2,0226;Green;M
58;141;Jeans;Nike;Women's Fashion;28;4,4415;Yellow;L
46;142;Shoes;Nike;Men's Fashion;38;4,4039;White;XL
88;143;Shoes;Gucci;Women's Fashion;81;4,9229;White;L
75;144;Shoes;Adidas;Kids' Fashion;57;1,0009;Blue;M
34;145;T-shirt;Zara;Kids' Fashion;60;4,8219;Green;S
75;146;Shoes;Adidas;Women's Fashion;53;3,4663;Yellow;M
54;147;Shoes;Gucci;Kids' Fashion;48;2,5823;Green;L
39;148;Shoes;Adidas;Women's Fashion;82;2,7163;Black;L
95;149;Jeans;Adidas;Women's Fashion;56;4,0012;Green;M
67;150;T-shirt;Nike;Women's Fashion;43;1,1973;Green;M
5;151;Shoes;Adidas;Men's Fashion;77;2,352;Blue;M
31;152;Jeans;Nike;Men's Fashion;71;4,8156;Green;S
2;153;Shoes;Nike;Kids' Fashion;31;1,9462;Black;S
51;154;Dress;Zara;Men's Fashion;11;2,3012;Blue;L
91;155;T-shirt;Gucci;Women's Fashion;48;2,4338;White;L
92;156;T-shirt;Adidas;Women's Fashion;21;1,1541;Red;L
39;157;Dress;Adidas;Women's Fashion;67;3,9817;Yellow;S
99;158;Shoes;Adidas;Men's Fashion;88;2,9233;Blue;M
10;159;Jeans;Nike;Kids' Fashion;50;2,2417;Green;S
46;160;Shoes;Gucci;Women's Fashion;35;2,9838;Black;L
80;161;Sweater;Adidas;Women's Fashion;67;4,7354;Blue;M
40;162;T-shirt;Nike;Women's Fashion;48;2,9816;Red;L
18;163;Dress;Nike;Women's Fashion;93;4,268;Green;S
16;164;T-shirt;Nike;Men's Fashion;68;2,6365;Red;L
34;165;Jeans;Gucci;Women's Fashion;67;2,2754;White;XL
100;166;Sweater;Adidas;Kids' Fashion;96;4,7438;White;L
92;167;Shoes;Zara;Kids' Fashion;43;4,478;Blue;S
54;168;Sweater;Gucci;Women's Fashion;69;4,4565;Green;XL
62;169;Shoes;Zara;Men's Fashion;98;1,0894;Black;XL
50;170;Sweater;Gucci;Men's Fashion;20;3,4651;Yellow;M
24;171;Jeans;Nike;Men's Fashion;42;1,7678;Blue;S
13;172;Jeans;Zara;Women's Fashion;32;4,7954;Yellow;M
98;173;Dress;Nike;Kids' Fashion;21;3,1018;Yellow;S
82;174;Jeans;Adidas;Kids' Fashion;80;3,3345;Black;M
48;175;Dress;Adidas;Men's Fashion;55;1,9132;Blue;S
59;176;Dress;H&M;Kids' Fashion;91;1,9981;Red;XL
56;177;Sweater;Nike;Kids' Fashion;12;4,5676;Yellow;M
93;178;Jeans;Nike;Women's Fashion;26;1,6878;Red;XL
54;179;Shoes;Adidas;Kids' Fashion;53;1,0283;Blue;M
61;180;T-shirt;Zara;Kids' Fashion;43;2,3664;Green;M
74;181;Shoes;H&M;Kids' Fashion;80;4,829;Black;L
39;182;Jeans;Zara;Men's Fashion;68;4,3589;Yellow;L
20;183;Jeans;Zara;Kids' Fashion;67;2,6752;Black;M
67;184;Sweater;Zara;Women's Fashion;67;3,4485;Green;L
38;185;Sweater;Gucci;Men's Fashion;34;1,5653;Yellow;L
16;186;Jeans;Adidas;Men's Fashion;56;2,4349;Blue;L
81;187;Jeans;Zara;Women's Fashion;36;3,043;Green;S
33;188;Shoes;Nike;Men's Fashion;44;4,3599;Green;XL
55;189;Jeans;Adidas;Women's Fashion;15;3,4669;Blue;L
38;190;Sweater;Zara;Kids' Fashion;32;4,033;Yellow;XL
48;191;T-shirt;Gucci;Kids' Fashion;95;3,2306;Black;M
35;192;Sweater;Zara;Kids' Fashion;87;3,9615;White;L
8;193;T-shirt;H&M;Women's Fashion;60;2,9369;White;L
56;194;Sweater;Adidas;Women's Fashion;92;3,7925;White;S
32;195;Shoes;Zara;Kids' Fashion;60;3,3448;White;L
72;196;Jeans;Gucci;Kids' Fashion;17;1,2894;Red;M
48;197;Jeans;Nike;Kids' Fashion;90;2,299;Yellow;XL
3;198;T-shirt;Zara;Men's Fashion;67;3,0321;Blue;XL
39;199;T-shirt;Zara;Women's Fashion;15;4,9806;Black;M
75;200;Sweater;H&M;Men's Fashion;45;4,1244;Black;S
21;201;Jeans;Zara;Women's Fashion;57;4,246;Yellow;M
84;202;Sweater;Nike;Men's Fashion;40;3,4955;Green;S
53;203;Jeans;Zara;Women's Fashion;75;1,8762;Yellow;S
3;204;T-shirt;Zara;Kids' Fashion;81;1,8932;Black;M
41;205;T-shirt;H&M;Men's Fashion;73;2,9765;Yellow;XL
64;206;Jeans;Nike;Kids' Fashion;56;4,3604;Yellow;XL
30;207;Sweater;Gucci;Kids' Fashion;53;2,7895;Black;M
9;208;Jeans;Zara;Men's Fashion;79;2,6711;White;M
88;209;Dress;H&M;Women's Fashion;30;1,0286;Black;XL
36;210;Jeans;Adidas;Women's Fashion;42;2,049;Yellow;M
6;211;Jeans;Zara;Women's Fashion;50;3,1738;Green;L
24;212;T-shirt;Adidas;Women's Fashion;71;3,4395;White;S
76;213;Jeans;Zara;Women's Fashion;80;4,8602;Yellow;XL
59;214;Dress;Adidas;Women's Fashion;98;1,7939;Yellow;XL
49;215;T-shirt;Adidas;Men's Fashion;49;3,6232;Yellow;S
87;216;Shoes;Gucci;Kids' Fashion;57;3,8824;White;M
7;217;Sweater;Gucci;Women's Fashion;98;1,4381;Yellow;S
94;218;Sweater;Gucci;Men's Fashion;69;3,077;Red;M
78;219;Dress;H&M;Women's Fashion;97;1,9688;Green;S
35;220;T-shirt;H&M;Kids' Fashion;42;4,5053;Blue;L
68;221;T-shirt;Adidas;Men's Fashion;49;2,8591;Black;L
77;222;Dress;Adidas;Kids' Fashion;36;1,1053;Yellow;S
33;223;Jeans;Gucci;Women's Fashion;73;2,9708;White;XL
48;224;T-shirt;Adidas;Women's Fashion;88;1,7486;White;L
46;225;Dress;Nike;Men's Fashion;61;1,6351;Yellow;S
6;226;Sweater;H&M;Men's Fashion;16;2,4317;Green;XL
44;227;Dress;Adidas;Kids' Fashion;20;4,1442;Red;S
66;228;Shoes;H&M;Men's Fashion;15;1,9674;Green;S
81;229;Shoes;Adidas;Kids' Fashion;65;1,8233;Red;XL
96;230;Shoes;Zara;Men's Fashion;82;4,5929;Black;S
92;231;Dress;Zara;Women's Fashion;33;4,7384;Red;L
93;232;Jeans;Zara;Men's Fashion;49;1,4143;Red;S
79;233;Shoes;Nike;Kids' Fashion;39;4,7063;Red;M
64;234;Sweater;H&M;Kids' Fashion;55;1,699;White;S
61;235;Shoes;Zara;Women's Fashion;50;1,8145;Green;L
40;236;Shoes;Zara;Men's Fashion;44;1,7183;White;S
68;237;Shoes;Adidas;Men's Fashion;58;3,662;White;S
10;238;Shoes;Adidas;Kids' Fashion;47;2,1468;White;XL
33;239;Shoes;Gucci;Kids' Fashion;93;3,9562;White;L
27;240;Dress;H&M;Men's Fashion;10;2,2345;Black;L
55;241;Jeans;Gucci;Men's Fashion;21;2,4049;Green;S
72;242;Dress;H&M;Men's Fashion;52;4,1287;Green;M
88;243;Shoes;H&M;Men's Fashion;79;1,0593;White;XL
77;244;Sweater;Zara;Women's Fashion;85;3,4746;Blue;XL
27;245;Dress;H&M;Women's Fashion;15;2,3336;Black;S
89;246;Jeans;Gucci;Kids' Fashion;68;3,1842;Green;S
32;247;Shoes;Zara;Women's Fashion;72;2,2601;White;S
83;248;Sweater;Zara;Kids' Fashion;81;3,6161;Red;M
34;249;Jeans;H&M;Kids' Fashion;41;1,8756;Black;XL
68;250;Dress;H&M;Women's Fashion;21;2,7725;Yellow;XL
46;251;Jeans;Gucci;Kids' Fashion;87;2,1932;White;L
43;252;Dress;H&M;Men's Fashion;25;1,659;Blue;L
65;253;T-shirt;Zara;Kids' Fashion;98;4,2368;White;M
20;254;Jeans;Gucci;Kids' Fashion;15;1,393;Yellow;L
74;255;T-shirt;H&M;Kids' Fashion;81;2,5505;Green;M
33;256;Jeans;Gucci;Kids' Fashion;86;2,0597;Blue;L
38;257;Shoes;Nike;Women's Fashion;82;3,4814;Red;S
86;258;Dress;Gucci;Women's Fashion;14;3,5634;Yellow;S
44;259;Shoes;Nike;Men's Fashion;27;2,5044;White;L
34;260;Dress;Adidas;Kids' Fashion;59;4,1548;Green;S
50;261;Dress;Zara;Men's Fashion;49;2,981;Yellow;S
68;262;Jeans;Gucci;Women's Fashion;94;4,2885;Blue;S
5;263;Jeans;Zara;Men's Fashion;71;4,0535;Yellow;XL
46;264;Dress;Gucci;Women's Fashion;55;3,1906;White;XL
8;265;T-shirt;H&M;Kids' Fashion;60;2,7467;Blue;XL
51;266;Jeans;Gucci;Kids' Fashion;62;2,3677;White;XL
25;267;Jeans;Adidas;Women's Fashion;53;4,4413;Black;S
32;268;Jeans;Adidas;Kids' Fashion;22;3,9395;Yellow;L
34;269;Shoes;H&M;Kids' Fashion;100;4,7433;Black;S
3;270;Sweater;Adidas;Kids' Fashion;60;4,213;Blue;XL
76;271;Jeans;Nike;Men's Fashion;45;4,0752;Blue;L
43;272;Dress;Nike;Kids' Fashion;95;2,3112;White;M
4;273;Dress;Nike;Men's Fashion;29;1,7646;White;XL
77;274;Dress;Adidas;Women's Fashion;18;1,6572;Red;S
58;275;Jeans;Nike;Men's Fashion;93;3,8094;Green;XL
73;276;Jeans;Nike;Men's Fashion;43;1,3933;Yellow;M
50;277;Dress;H&M;Kids' Fashion;49;1,8898;White;M
4;278;Jeans;Gucci;Men's Fashion;98;2,9585;Black;L
3;279;Shoes;Adidas;Kids' Fashion;11;2,1912;Yellow;M
31;280;Dress;Gucci;Kids' Fashion;19;2,1297;White;XL
30;281;Jeans;H&M;Women's Fashion;67;2,2565;Green;S
18;282;Jeans;Nike;Men's Fashion;75;1,2665;Black;M
95;283;Sweater;H&M;Men's Fashion;80;4,1798;White;S
78;284;T-shirt;Zara;Men's Fashion;23;3,8141;Black;S
49;285;Sweater;Nike;Women's Fashion;80;3,7041;Yellow;L
69;286;T-shirt;H&M;Kids' Fashion;13;3,236;White;XL
71;287;T-shirt;Zara;Kids' Fashion;62;4,5371;Blue;XL
13;288;Sweater;Nike;Men's Fashion;38;2,1088;Black;M
88;289;Sweater;Adidas;Kids' Fashion;18;2,8055;Blue;M
38;290;Sweater;Zara;Men's Fashion;13;4,8839;White;S
3;291;Dress;H&M;Women's Fashion;64;4,818;White;XL
91;292;T-shirt;Nike;Men's Fashion;63;3,0755;Green;S
9;293;Sweater;Nike;Men's Fashion;96;2,7696;Black;XL
4;294;Dress;H&M;Women's Fashion;89;4,0925;White;XL
39;295;Dress;H&M;Kids' Fashion;56;2,4245;Black;XL
99;296;T-shirt;H&M;Women's Fashion;25;4,1002;White;S
30;297;Sweater;Gucci;Kids' Fashion;14;1,8779;Blue;XL
4;298;Shoes;Zara;Women's Fashion;14;1,4163;Red;M
69;299;Shoes;Gucci;Kids' Fashion;21;2,9546;Green;S
3;300;Shoes;Adidas;Kids' Fashion;57;4,9235;White;S
66;301;Shoes;Adidas;Kids' Fashion;93;2,0449;Yellow;M
49;302;T-shirt;Gucci;Kids' Fashion;37;4,9038;White;M
11;303;Jeans;Gucci;Women's Fashion;94;3,6858;White;XL
7;304;Dress;Adidas;Women's Fashion;85;1,3004;Green;M
26;305;Shoes;H&M;Women's Fashion;90;2,3308;White;L
73;306;T-shirt;Gucci;Men's Fashion;23;2,8006;Black;XL
62;307;Dress;Zara;Men's Fashion;11;3,889;Yellow;S
42;308;Jeans;Adidas;Men's Fashion;60;4,4221;Yellow;S
37;309;Jeans;Gucci;Kids' Fashion;17;3,755;Black;S
61;310;Jeans;H&M;Men's Fashion;83;3,9454;White;XL
55;311;Jeans;Nike;Men's Fashion;55;4,8033;Black;L
41;312;Jeans;Zara;Men's Fashion;45;2,9279;White;S
97;313;Shoes;H&M;Women's Fashion;76;4,512;Green;XL
13;314;Jeans;Nike;Kids' Fashion;94;2,0623;Red;L
90;315;Jeans;Nike;Kids' Fashion;56;1,2179;White;XL
34;316;Jeans;H&M;Women's Fashion;68;2,0985;Red;S
55;317;Dress;Adidas;Women's Fashion;23;4,3952;Red;XL
88;318;Sweater;Zara;Men's Fashion;49;1,1558;Yellow;S
39;319;Jeans;H&M;Men's Fashion;61;1,2319;White;L
25;320;Sweater;H&M;Kids' Fashion;86;3,1469;Yellow;L
34;321;Shoes;Gucci;Kids' Fashion;40;4,4522;Red;S
58;322;Shoes;H&M;Kids' Fashion;18;1,7072;Red;M
30;323;Shoes;Zara;Women's Fashion;95;2,3261;Green;M
3;324;Sweater;Gucci;Men's Fashion;18;4,5306;Black;XL
67;325;T-shirt;Nike;Men's Fashion;91;2,668;Black;XL
7;326;Jeans;Zara;Men's Fashion;20;3,3138;Green;L
95;327;Dress;Adidas;Kids' Fashion;72;4,5729;White;L
34;328;Jeans;Adidas;Kids' Fashion;12;1,2953;Blue;L
49;329;Jeans;Nike;Women's Fashion;56;3,736;Blue;XL
15;330;T-shirt;Zara;Men's Fashion;26;2,1378;Blue;M
61;331;T-shirt;Adidas;Kids' Fashion;25;3,2729;Black;S
25;332;Shoes;Zara;Men's Fashion;75;3,1494;Blue;M
60;333;Dress;H&M;Kids' Fashion;70;2,0424;Yellow;M
80;334;Sweater;Zara;Men's Fashion;16;1,8552;Yellow;L
25;335;Sweater;Gucci;Men's Fashion;88;3,3966;Red;XL
71;336;T-shirt;Nike;Kids' Fashion;28;4,1697;White;XL
1;337;Shoes;Nike;Women's Fashion;80;1,5915;White;L
22;338;Sweater;Nike;Women's Fashion;70;1,4442;Blue;S
46;339;Dress;Gucci;Women's Fashion;74;1,804;White;M
52;340;Sweater;Adidas;Women's Fashion;32;1,2464;Blue;L
27;341;Jeans;Gucci;Men's Fashion;91;4,4736;Red;XL
69;342;Sweater;Zara;Women's Fashion;27;3,9797;Yellow;S
29;343;T-shirt;Gucci;Women's Fashion;91;4,742;Yellow;XL
42;344;Dress;Nike;Kids' Fashion;44;3,8739;Blue;L
97;345;Shoes;H&M;Kids' Fashion;67;1,4204;Yellow;S
62;346;Jeans;Adidas;Kids' Fashion;19;4,8294;Yellow;XL
76;347;Dress;H&M;Men's Fashion;18;1,1105;Blue;XL
52;348;Shoes;Zara;Kids' Fashion;76;2,9157;Blue;XL
36;349;Dress;Adidas;Kids' Fashion;97;3,1502;White;XL
50;350;Jeans;H&M;Kids' Fashion;80;2,797;Black;XL
52;351;Jeans;Nike;Women's Fashion;95;4,4712;Red;XL
41;352;Dress;H&M;Men's Fashion;71;1,5032;Green;XL
87;353;Sweater;Nike;Women's Fashion;78;2,9122;Blue;M
7;354;Dress;Gucci;Men's Fashion;74;3,8646;Red;M
59;355;Sweater;Nike;Kids' Fashion;43;2,4895;Red;XL
93;356;Dress;Zara;Kids' Fashion;68;4,33;Black;S
89;357;T-shirt;Adidas;Kids' Fashion;15;3,412;Yellow;L
66;358;Shoes;Adidas;Men's Fashion;55;1,1749;Blue;XL
55;359;Dress;Nike;Kids' Fashion;68;4,4495;Red;L
42;360;Sweater;H&M;Women's Fashion;24;2,2572;Black;XL
78;361;Sweater;H&M;Kids' Fashion;62;1,7604;Blue;XL
22;362;Jeans;Adidas;Men's Fashion;15;1,2812;Red;S
72;363;Jeans;Nike;Kids' Fashion;33;3,1428;Yellow;L
60;364;Jeans;Nike;Kids' Fashion;65;2,0404;Black;M
92;365;T-shirt;Nike;Men's Fashion;16;3,2824;White;L
7;366;Dress;Nike;Women's Fashion;29;4,1533;Yellow;L
17;367;Shoes;Nike;Women's Fashion;31;2,7106;Yellow;S
60;368;Shoes;Nike;Women's Fashion;35;1,5417;Blue;XL
62;369;Shoes;Nike;Women's Fashion;96;3,7951;Green;M
75;370;T-shirt;Nike;Kids' Fashion;58;2,6342;White;S
65;371;Dress;Nike;Women's Fashion;33;1,0811;White;XL
63;372;Dress;Nike;Men's Fashion;41;1,8439;White;S
87;373;T-shirt;Adidas;Men's Fashion;63;3,1531;Green;M
23;374;Jeans;Nike;Men's Fashion;20;1,474;Black;S
68;375;Jeans;Zara;Women's Fashion;49;4,2687;Blue;XL
16;376;Shoes;H&M;Kids' Fashion;22;3,8331;Green;S
33;377;Shoes;Zara;Women's Fashion;54;3,7225;Black;L
55;378;T-shirt;Nike;Men's Fashion;45;3,5712;Red;S
89;379;Jeans;Nike;Women's Fashion;25;3,6375;White;M
73;380;Dress;Gucci;Women's Fashion;23;1,2041;Red;XL
32;381;Shoes;H&M;Men's Fashion;23;3,3244;Green;S
97;382;T-shirt;Gucci;Men's Fashion;93;3,5849;Yellow;M
32;383;Jeans;H&M;Men's Fashion;86;2,5338;Black;L
90;384;Sweater;H&M;Kids' Fashion;84;1,4619;Black;L
74;385;Shoes;Gucci;Women's Fashion;35;3,6667;Yellow;L
27;386;Dress;Adidas;Women's Fashion;17;3,5783;Yellow;XL
52;387;Dress;Adidas;Women's Fashion;24;1,1699;Green;XL
7;388;T-shirt;H&M;Men's Fashion;86;4,1172;Green;M
51;389;T-shirt;Zara;Women's Fashion;91;1,5471;White;XL
89;390;Sweater;Adidas;Women's Fashion;86;4,448;Green;M
66;391;Dress;Gucci;Women's Fashion;25;3,8281;Blue;M
73;392;T-shirt;Zara;Men's Fashion;53;2,8148;White;S
19;393;Shoes;H&M;Men's Fashion;32;1,7522;Black;M
77;394;T-shirt;Gucci;Men's Fashion;56;3,532;Yellow;M
90;395;Shoes;Nike;Women's Fashion;14;2,5907;Yellow;M
33;396;Shoes;Zara;Men's Fashion;74;2,8659;Blue;M
100;397;Shoes;Zara;Kids' Fashion;94;1,5739;White;XL
39;398;T-shirt;H&M;Men's Fashion;16;2,1909;White;M
36;399;Dress;Adidas;Men's Fashion;37;2,6298;Yellow;L
95;400;Jeans;H&M;Women's Fashion;91;2,4347;Green;S
41;401;Jeans;Gucci;Women's Fashion;93;4,6366;Green;S
10;402;Shoes;H&M;Women's Fashion;30;1,5036;Yellow;M
83;403;Shoes;Adidas;Men's Fashion;61;3,4857;Red;S
37;404;Shoes;Adidas;Men's Fashion;71;2,9388;Green;M
61;405;Jeans;Adidas;Women's Fashion;30;2,6799;Blue;S
89;406;Shoes;Nike;Men's Fashion;54;1,7513;Black;L
50;407;Shoes;Nike;Women's Fashion;78;3,5821;White;XL
